ID товара;наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;размер
;2163527454-1 джемпер женский белый;100% хлопок;1026.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553830680161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830691161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830712161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830723161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830744161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830755161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830776161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830787161.jpg;"L;M;S;XL;XS"
;2163527454-49 джемпер женский небесно-голубой;100% хлопок;1026.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553830490161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830501161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830522161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830533161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830554161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830565161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830586161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830597161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830608161.jpg;"L;M;S;XS"
;2265530430-87 джемпер женский лаванда;70% хлопок,30% полиэстер;798.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553830200161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830221161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830232161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830253161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830264161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830275161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830296161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830307161.jpg;"XS"
;2266542442-50 майка женская черный;95% хлопок,5% эластан;456.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553830000161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830011161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830032161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830043161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830054161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553830075161.jpg;"L"
;2266542442-9 майка женская желтый;95% хлопок,5% эластан;456.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553829840161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829861161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829872161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829883161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829904161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829915161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829936161.jpg;"M;S;XL;XS"
;2266542442-281 майка женская лиловый;95% хлопок,5% эластан;456.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553829650161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829671161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829682161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829693161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829714161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829725161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829746161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829757161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829768161.jpg;"L;M"
;2266533435-1 футболка женская белый;100% хлопок;684.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553829230161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829251161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829262161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829283161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829304161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829325161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829346161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553829367161.jpg;"XL"
;2265570470-1 футболка женская белый;100% хлопок;798.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553828630161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828641161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828662161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828673161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828694161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828715161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828726161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828737161.jpg;"L;M;S;XL;XS"
;2265570470-2 футболка женская ваниль;100% хлопок;798.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553828330161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828351161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828362161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828373161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828394161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828405161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828426161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828437161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553828458161.jpg;"L;M;S;XL;XS"
;2264122322-37 блузка женская темно-серый;78% полиэстер,19% вискоза,3% эластан;912.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553827440161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553827461161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553827472161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553827493161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553827504161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553827515161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553827536161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553827547161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553827558161.jpg;"2XL"
